ID,Z1,Z2,Z3,Z4,Z5,Z6,X,Y,X2,Y2,__X,__Y,Line
ridge,0.00247784284875,0.154752403498,9.32795906067,8.87269147043e-10,-5.73347591626e-09,1,364556.75,5027607.0,364556.75,5027607.0,364556.75,5027607.0,11
ridge,0.00263616768643,0.422695457935,12.4430932999,1.8855419448e-09,-4.46075754112e-09,1,364575.0625,5027805.5,364575.0625,5027805.5,364575.0625,5027805.5,11
ridge,0.0029164319858,0.556331634521,9.88200187683,3.96128063684e-09,-7.12035808093e-09,1,364623.84375,5027996.0,364623.84375,5027996.0,364623.84375,5027996.0,11
ridge,0.00331581686623,0.110992498696,-32.8265533447,-1.87290449816e-09,-1.68741536299e-08,1,364737.3125,5028159.5,364737.3125,5028159.5,364737.3125,5028159.5,11
ridge,0.00167458434589,0.563150167465,79.5499649048,9.23728760149e-10,-1.64028846061e-09,1,365791.84375,5028244.0,365791.84375,5028244.0,365791.84375,5028244.0,12
ridge,0.00177650875412,0.470647454262,80.4361953735,1.31885213861e-09,-2.80220824322e-09,1,365600.15625,5028199.0,365600.15625,5028199.0,365600.15625,5028199.0,12
ridge,0.00194328301586,0.402344495058,85.5027236938,1.94211491333e-09,-4.82699524795e-09,1,365402.34375,5028170.5,365402.34375,5028170.5,365402.34375,5028170.5,12
ridge,0.00219821347855,0.568891525269,-89.5697250366,4.43462333521e-09,-7.79520004102e-09,1,365199.75,5028167.0,365199.75,5028167.0,365199.75,5028167.0,12
ridge,0.00261040404439,0.854489326477,-77.568939209,8.75449934767e-09,-1.02452997197e-08,1,364992.96875,5028168.0,364992.96875,5028168.0,364992.96875,5028168.0,12
ridge,0.00341465021484,0.0594087615609,-4.7900390625,-8.53921822142e-10,-1.43736684777e-08,1,364638.09375,5028203.0,364638.09375,5028203.0,364638.09375,5028203.0,13
ridge,0.00387707049958,0.382779836655,-29.7320709229,-1.05048751919e-08,-2.7443649131e-08,1,364593.03125,5028396.0,364593.03125,5028396.0,364593.03125,5028396.0,13
ridge,0.00372479017824,0.0201476495713,-10.1506347656,-5.44467582131e-10,-2.70238764699e-08,1,364543.5625,5028590.0,364543.5625,5028590.0,364543.5625,5028590.0,13
ridge,0.00339846732095,0.400577038527,2.33873867989,8.35184899017e-09,-2.08495443133e-08,1,364512.71875,5028803.5,364512.71875,5028803.5,364512.71875,5028803.5,13
ridge,0.00332714687102,0.679007291794,-18.3414306641,3.25595017614e-09,-4.7951624893e-09,1,364409.5,5029003.0,364409.5,5029003.0,364409.5,5029003.0,13
ridge,0.00345835159533,0.130983695388,-18.3248748779,5.73197489473e-10,-4.37609815052e-09,1,364346.90625,5029182.5,364346.90625,5029182.5,364346.90625,5029182.5,13
ridge,0.00719696795568,0.0941648110747,-87.85912323,5.81131143207e-10,-6.17142559278e-09,1,353601.0,5026026.5,353601.0,5026026.5,353601.0,5026026.5,14
ridge,0.00768075278029,0.463893175125,77.8023910522,-2.86921353343e-09,-6.18507378647e-09,1,353811.96875,5025944.5,353811.96875,5025944.5,353811.96875,5025944.5,14
ridge,0.00803841929883,0.703457534313,60.2000045776,-4.23912593916e-09,-6.02612937328e-09,1,354036.9375,5025935.5,354036.9375,5025935.5,354036.9375,5025935.5,14
ridge,0.00819179508835,0.363464057446,80.5255432129,-1.91032700769e-09,-5.25588994549e-09,1,354192.25,5026046.5,354192.25,5026046.5,354192.25,5026046.5,14
ridge,0.00828325375915,0.203473299742,-89.2963409424,-8.57707349589e-10,-4.21533119521e-09,1,354401.1875,5026098.0,354401.1875,5026098.0,354401.1875,5026098.0,14
ridge,0.00833498779684,0.0282593835145,80.2866668701,-1.02285624415e-10,-3.6195277886e-09,1,354615.71875,5026108.0,354615.71875,5026108.0,354615.71875,5026108.0,14
ridge,0.00837296247482,0.00769663183019,83.6769332886,-2.02937666671e-11,-2.63670751899e-09,1,354809.5625,5026113.5,354809.5625,5026113.5,354809.5625,5026113.5,14
ridge,0.0084157558158,0.0198138728738,84.7054290771,-3.86186638224e-11,-1.9490720149e-09,1,355008.28125,5026110.5,355008.28125,5026110.5,355008.28125,5026110.5,14
ridge,0.00846049189568,0.194466501474,81.2369537354,-2.86808909955e-10,-1.47484990887e-09,1,355215.25,5026101.0,355215.25,5026101.0,355215.25,5026101.0,14
ridge,0.00849378481507,0.438699901104,68.9317626953,-5.64384983193e-10,-1.28649446651e-09,1,355431.6875,5026117.5,355431.6875,5026117.5,355431.6875,5026117.5,14
ridge,0.00849891360849,0.56875026226,40.0063018799,-7.48346995483e-10,-1.31577437834e-09,1,355588.15625,5026210.0,355588.15625,5026210.0,355588.15625,5026210.0,14
ridge,0.00848331674933,0.420634835958,39.0419616699,-6.05391847763e-10,-1.43923373219e-09,1,355682.25,5026333.5,355682.25,5026333.5,355682.25,5026333.5,14
ridge,0.00845980923623,0.393318206072,32.8541030884,-5.66921842804e-10,-1.44138212477e-09,1,355741.25,5026438.0,355741.25,5026438.0,355741.25,5026438.0,14
ridge,0.00841500516981,0.369577020407,33.7574234009,-5.57333179607e-10,-1.50802981214e-09,1,355835.40625,5026576.5,355835.40625,5026576.5,355835.40625,5026576.5,14
ridge,0.00831224769354,0.257103919983,21.0035572052,-4.31019220315e-10,-1.67643965376e-09,1,355912.625,5026833.5,355912.625,5026833.5,355912.625,5026833.5,14
ridge,0.00822163932025,0.172518238425,21.0795993805,-3.04106018145e-10,-1.76274705943e-09,1,355982.84375,5027006.5,355982.84375,5027006.5,355982.84375,5027006.5,14
ridge,0.00812236778438,0.134519249201,23.1349906921,-2.54963383739e-10,-1.89536719652e-09,1,356060.9375,5027174.0,356060.9375,5027174.0,356060.9375,5027174.0,14
ridge,0.00796445365995,0.0444359146059,31.4682636261,-6.07969230515e-11,-1.3681933364e-09,1,356239.15625,5027376.0,356239.15625,5027376.0,356239.15625,5027376.0,14
ridge,0.007892485708,0.0516872517765,38.1588821411,5.43111111639e-11,-1.05076414236e-09,1,356350.4375,5027439.0,356350.4375,5027439.0,356350.4375,5027439.0,14
ridge,0.00779930828139,0.0623695068061,38.6194267273,6.80044909274e-11,-1.09034836715e-09,1,356450.40625,5027559.5,356450.40625,5027559.5,356450.40625,5027559.5,14
ridge,0.00142398464959,0.444547653198,-38.8935699463,4.68862282332e-10,-1.05469522005e-09,1,368985.8125,5025988.5,368985.8125,5025988.5,368985.8125,5025988.5,15
ridge,0.00141463184264,0.956403076649,-19.7864837646,1.87401316687e-09,-1.95943861137e-09,1,368947.5625,5026181.0,368947.5625,5026181.0,368947.5625,5026181.0,15
ridge,0.00146867299918,0.654649317265,-17.8769073486,1.98049487921e-09,-3.02527602969e-09,1,368914.0,5026372.5,368914.0,5026372.5,368914.0,5026372.5,15
ridge,0.00162695883773,0.195704177022,-18.3874816895,-9.46243972066e-10,-4.83507278659e-09,1,368828.125,5026609.5,368828.125,5026609.5,368828.125,5026609.5,15
ridge,0.0016833958216,0.0476876795292,-5.4352722168,1.81718751158e-10,-3.81060161203e-09,1,368787.28125,5026799.0,368787.28125,5026799.0,368787.28125,5026799.0,15
ridge,0.00105441000778,0.635452866554,16.2517185211,1.20931642478e-09,-1.90307813952e-09,1,372674.71875,5028578.0,372674.71875,5028578.0,372674.71875,5028578.0,16
ridge,0.00114791817032,0.439044624567,11.9763536453,1.80211434664e-09,-4.10462686062e-09,1,372598.0625,5028400.5,372598.0625,5028400.5,372598.0625,5028400.5,16
ridge,0.00133315124549,0.259759396315,0.728144884109,1.98946237262e-09,-7.65886554177e-09,1,372574.34375,5028200.5,372574.34375,5028200.5,372574.34375,5028200.5,16
ridge,0.00156169489492,0.217485591769,-13.7626190186,-2.01443639547e-09,-9.26238996612e-09,1,372572.71875,5027993.5,372572.71875,5027993.5,372572.71875,5027993.5,16
ridge,0.00165236764587,0.280383437872,-5.26507568359,-2.06916683787e-09,-7.37977590148e-09,1,372604.15625,5027800.5,372604.15625,5027800.5,372604.15625,5027800.5,16
ridge,0.0016400332097,0.0503211654723,15.2723255157,-2.19761986386e-10,-4.36718794461e-09,1,372622.625,5027594.0,372622.625,5027594.0,372622.625,5027594.0,16
ridge,0.00162936549168,0.0126040223986,8.15366744995,3.35103056415e-11,-2.65869926075e-09,1,372579.59375,5027403.0,372579.59375,5027403.0,372579.59375,5027403.0,16
ridge,0.00163828197401,0.206934124231,1.47531449795,5.04461028505e-10,-2.437785529e-09,1,372551.0625,5027201.5,372551.0625,5027201.5,372551.0625,5027201.5,16
